サービス名,運営会社,施設名,都道府県,住所,最寄駅,設置場所詳細,営業時間,ブース数,料金（税込）,情報ソース,詳細URL
いいオフィス,,大分 by Oita Co.Lab Lounge,大分県,,,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kyushu/oita/oitashi/oita-by-colab
いいオフィス,,大分 by ROOMROXY,大分県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kyushu/oita/oitashi/oita-by-roomroxy
いいオフィス,,大分 by OITA MIDTOWN,大分県,,,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kyushu/oita/oitashi/oita-by-midtown
いいオフィス,,大分 by OWNSPACE,大分県,,,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kyushu/oita/oitashi/oita-by-ownspace
いいオフィス,,別府 by コモールカフェ別府,大分県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kyushu/oita/beppushi/beppu-by-comallcafe
いいオフィス,,宮崎青島 by  TRIP BASE AOSHIMA,宮崎県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kyushu/miyazaki/miyazakishi/aoshima-by-tripbase
いいオフィス,,鹿児島中央 by Cafe Banvina,鹿児島県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kyushu/kagoshima/kagoshimashi/kagoshimachuo-by-banvina
いいオフィス,,奄美大島 by すこやか福祉センターHUB,鹿児島県,,,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kyushu/kagoshima/oshimagun/amamioshima-by-sukoyaka-welfare-hub
いいオフィス,,屋久島 by 屋久島サウスビレッジ,鹿児島県,,,個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/kyushu/kagoshima/kumagegun/yakushima-by-south
いいオフィス,,宜野湾 by MINA SHARE,沖縄県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/okinawa/okinawa/ginowanshi/ginowan-by-minashare
いいオフィス,,沖縄浦添 by つなぐ,沖縄県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/okinawa/okinawa/urasoeshi/urasoe-by-tsunagu
いいオフィス,,豊見城 by TOYOPLA,沖縄県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/okinawa/okinawa/tomigusukushi/tomigusuku-by-toyopla
いいオフィス,,沖縄 by KSA Works,沖縄県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/okinawa/okinawa/okinawashi/okinawa-by-ksaworks
いいオフィス,,安里 by コワーキングスペース78,沖縄県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/okinawa/okinawa/nahashi/asato-by-78
いいオフィス,,那覇 by MyPlace,沖縄県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/okinawa/okinawa/nahashi/naha-by-myplace
いいオフィス,,那覇 by SEASIR,沖縄県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/okinawa/okinawa/nahashi/naha-by-seasir
いいオフィス,,沖縄国頭 by やんばるパイナップルの丘　安波,沖縄県,,,完全個室ブース,,,,いいオフィス公式サイト,https://e-office.space/spaces/okinawa/okinawa/kunigamigun/kunigami-by-pineapple-hills
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ西新宿店,東京都,東京都新宿区西新宿7-12-3 西新宿佐藤ビル2F,新宿西口駅,東京メトロ丸ノ内線｢西新宿駅｣E8番出口より徒歩１分 都営大江戸線「新宿西口駅」D4出口より徒歩５分 ＪＲ、京王線、小田急線、都営大江戸線「新宿駅」西口出口より徒歩５分,24時間営業（年中無休） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=3&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ本町店,大阪府,大阪府大阪市中央区南本町4-5-7 東亜ビル1F,本町駅,大阪メトロ御堂筋線・四ツ橋線・中央線「本町駅」17番出口より徒歩1分,24時間営業（年中無休） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=14&area_id=27
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ那覇店,沖縄県,沖縄県那覇市久茂地2-8-7 久茂地ビル6F,県庁前駅,沖縄都市モノレール線（ゆいレール）「県庁前駅」より徒歩５分 沖縄都市モノレール線（ゆいレール）「美栄橋駅」より徒歩７分,24時間営業 ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=44&area_id=47
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ新大阪駅前店,大阪府,大阪府大阪市淀川区西中島5-11-10 第3中島ビル1F,西中島南方駅,大阪メトロ御堂筋線「西中島南方駅」より徒歩5分 阪急京都線「南方駅」より徒歩5分 ＪＲ「新大阪駅」より徒歩7分,24時間営業（夜間無人） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=101&area_id=27
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ神田店,東京都,東京都千代田区神田須田町1-16-5 ヒューリック神田ビル1F,神田駅,東京メトロ 銀座線「神田駅」６番出口より徒歩１分 東京メトロ丸の内線「淡路町駅」Ａ１出口より徒歩５分 ＪＲ線「神田駅」北口より徒歩６分 ＪＲ線「秋葉原駅」南口より徒歩７分,平日24時間営業（月曜朝8時から土曜夜7時まで休まず営業）、日祝10:00～19:00（平日の祝前日は休まず営業） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=103&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ千葉駅前店,千葉県,千葉県千葉市中央区富士見2-9-5 東京電力パワーグリッド（株）千葉総支社本館1F,千葉駅,ＪＲ「千葉駅」東口より徒歩５分 千葉都市モノレール「栄町駅」 みゆき通り・栄町東通り出口より徒歩５分 京成千葉線「京成千葉駅」東口より徒歩５分,平日 8:00～22:00 土日祝 10:00～19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=104&area_id=12
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ高輪ゲートウェイ泉岳寺駅前店,東京都,東京都港区三田3-11-24 国際興業三田第2ビル1F,泉岳寺駅,京急、都営浅草線「泉岳寺駅」A4出口より徒歩1分 JR山手線「高輪ゲートウェイ駅」より徒歩8分,平日24時間営業（月曜朝8時から土曜夜7時まで休まず営業）、 土～19:00、日祝 10:00～19:00（平日の祝前日は休まず営業）,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=113&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ渋谷店,東京都,東京都渋谷区渋谷3-11-11 IVYイーストビル2F,,JR｢渋谷駅｣新南口より徒歩3分 東京メトロ半蔵門線・副都心線、東急東横線・田園都市線｢渋谷駅｣C1、C2出口より徒歩2分 京王井の頭線｢渋谷駅｣改札出口より徒歩7分 東京メトロ銀座線｢渋谷駅｣改札出口よりヒカリエ方面徒歩7分,24時間営業（年中無休） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=118&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ名古屋駅前広小路通り店,愛知県,愛知県名古屋市中村区名駅南1-17-29 広小路ESビル1F,名古屋駅,地下鉄東山線、桜通線「名古屋駅」ミヤコ地下街4番出口より徒歩2分 JR線、名鉄線、近鉄線、あおなみ線「名古屋駅」桜通口より徒歩10分,24時間営業（年中無休） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=128&area_id=23
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ小伝馬町店,東京都,東京都中央区日本橋小伝馬町12-5 小伝馬町YSビル1F,,東京メトロ日比谷線 / 小伝馬町駅 徒歩1分 都営新宿線 / 馬喰横山駅 徒歩6分 JR総武本線 / 馬喰町駅 徒歩6分 JR総武本線 / 新日本橋駅 徒歩7分 東京メトロ日比谷線 / 人形町駅 徒歩10分 都営浅草線 / 東日本橋駅 徒歩10分,平日8:00〜22:00、土 8:00〜19:00 日曜日の挨拶 10:00～19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=131&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ大手町店,東京都,東京都千代田区内神田2-2-6 田中ビル1F,神田駅,JR「神田駅」西口より徒歩7分 東京メトロ丸ノ内線、半蔵門線「大手町駅」A2番出口より徒歩3分,平日・土日祝 8:00〜22:00  ※平日20時以降、トイレのご使用ができません。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=134&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ梅田店,大阪府,大阪府大阪市北区曽根崎2-5-10 梅田パシフィックビルディング1F,梅田駅,大阪メトロ御堂筋線「梅田駅」、谷町線「東梅田駅」７番出口（地下街H-82）より徒歩２分 JR「大阪駅」中央改札口より徒歩９分 JR「北新地駅」地下街F-85出口より徒歩１分,24時間営業（年中無休・夜間無人） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=136&area_id=27
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ小川町店,東京都,東京都千代田区神田小川町2-2-2 小川町B5ビル7F,小川町駅,都営新宿線「小川町駅」、丸の内線「淡路町駅」、千代田線「新御茶ノ水駅」B5番出口よりすぐ,平日8:00～22:00 土日祝 10:00～19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=140&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ外苑前店,東京都,東京都港区北青山2-7-9 日昭ビル1F,外苑前駅,東京メトロ銀座線「外苑前駅」2番、3番、4a番、4b番出口より徒歩1分,24時間営業（年中無休） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=141&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ南海なんば駅店,大阪府,大阪府大阪市中央区難波5-1-60 南海なんばターミナルビル なんばCITY本館2F,なんば駅,南海電車「なんば駅」2階中央改札口を出てすぐ 大阪メトロ御堂筋線「なんば駅」南南改札口より徒歩3分 大阪メトロ千日前線「なんば駅」東改札口より徒歩5分,平日8:00～22:00、土日祝9:00～21:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=149&area_id=27
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ鹿児島中央店,鹿児島県,鹿児島県鹿児島市中央町11 鹿児島中央ターミナルビル1F,鹿児島中央駅,JR線・九州新幹線「鹿児島中央駅」東口より徒歩2分  鹿児島市電「鹿児島中央駅前停留場」より徒歩2分,平日9:00〜21:00、土日祝9:00〜19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=150&area_id=46
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ赤坂見附店,東京都,東京都港区赤坂3-4-3 赤坂マカベビル1F,赤坂駅,東京メトロ千代田線「赤坂駅」1番・2番出口より徒歩4分 東京メトロ丸ノ内線・銀座線「赤坂見附駅」10番出口より徒歩5分 東京メトロ「溜池山王駅」10番出口より徒歩5分,24時間営業（年中無休・夜間無人） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=156&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ神保町店,東京都,東京都千代田区神保町1-10 角谷ビル　2F,神保町駅,東京メトロ半蔵門線、都営新宿線、都営三田線「神保町駅」A5出口よりすぐ,24時間営業 ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=159&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ金沢香林坊店,石川県,石川県金沢市香林坊1-2-24 香林坊プラザ2F,,JR金沢駅東口バス乗り場3番、8から10番のバスに乗車、「香林坊」バス停下車 徒歩2分（乗車9分）,平日 10:00～19:00 土日祝 定休日,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=160&area_id=17
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ新宿南口店,東京都,東京都新宿区西新宿3-1-4 第2佐山ビル1Ｆ,新宿駅,JR、京王線、小田急線、都営大江戸線「新宿駅」南口より徒歩7分,24時間営業（土日祝は夜間無人） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=161&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ馬喰町店,東京都,東京都中央区日本橋馬喰町1-6-3 吉野第一ビル1F,馬喰横山駅,都営新宿線「馬喰横山駅」A1出口より徒歩1分 JR「馬喰町駅」1番出口より徒歩1分 都営浅草線「東日本橋駅」B2出口より徒歩5分,24時間営業 ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=163&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ田町店,東京都,東京都港区三田3-1-11 エック三田ビル2F,田町駅,●JR「田町駅」西口（三田口）より徒歩5分 ●都営三田線・都営浅草線「三田駅」A3番出口より徒歩5分,24時間営業（年中無休） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=168&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ札幌アスティ45店,北海道,北海道札幌市中央区北４条西5-1 地下1階,さっぽろ駅,地下鉄「さっぽろ駅」3番・6番出口より徒歩3分 JR「札幌駅」南口出口から徒歩5分,平日 9:00～20:00、土日祝 9:00～18:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=169&area_id=1
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ博多駅前店,福岡県,福岡県福岡市博多区博多駅前3-27-22 ガーデン博多駅前ビル1階,博多駅,●JR「博多駅」博多口より徒歩６分 ●地下鉄空港線「博多駅」西18番出口より徒歩６分 ●地下鉄七隈線「櫛田神社前駅」5・6・7番出口より徒歩4分,平日8:00〜22:00 土日祝10:00〜19:00 ※店舗と営業時間が違うのでお気をつけください。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=171&area_id=40
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ甲府昭和店,山梨県,山梨県中巨摩郡昭和町西条5198,国母駅,JR身延線「国母駅」から車で7分  イトーヨーカドー甲府昭和店向かい 中央自動車道 甲府昭和ICより車で5分 無料駐車場完備,月～金曜 10:00～19:00 土日祝 定休日,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=172&area_id=19
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェエキマルシェ大阪店,大阪府,大阪府大阪市北区梅田3-1-1 大阪駅エキマルシェ大阪,大阪駅,●ＪＲ「大阪駅」中央口よりルクア1100方面へ徒歩２分 ●「ルクア1100」1F南側入口の向かい側 ●JR西日本 忘れ物センターの右側,平日8:00～22:00、土日祝10:00～20:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=173&area_id=27
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ心斎橋店,大阪府,大阪府大阪市中央区南船場4-4-3 心斎橋東急ビル4F,心斎橋駅,地下鉄御堂筋線・長堀鶴見緑地線「心斎橋駅」3番出口直結,平日・土日祝 7:30～22:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=174&area_id=27
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ溜池山王店,東京都,東京都港区赤坂1-3-3 T-FRONTビル1F,溜池山王駅,東京メトロ銀座線・南北線「溜池山王駅」9番出口より徒歩4分,平日 8:00～22:00 土日祝 定休日,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=201&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ東京駅八重洲店,東京都,東京都中央区日本橋3-4-15 八重洲通ビルヂング1F,東京駅,●JR・東京メトロ「東京駅」より徒歩3分 ●東京メトロ「京橋駅」徒歩5分 ●東京メトロ・都営地下鉄「日本橋駅」徒歩5分,24時間営業 （土日祝日も休まず営業） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=352&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ水道橋店,東京都,東京都千代田区神田三崎町2-9-18 TDCビル1階,水道橋駅,JR「水道橋駅」東口より徒歩1分 都営三田線「水道橋駅」A2番出口より徒歩3分,平日8:00～22:00 土日・祝10:00～19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=401&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ新御徒町店,東京都,東京都台東区元浅草1-1-1 ヒューリック新御徒町ビル1F,新御徒町駅,都営大江戸線、つくばエクスプレス「新御徒町駅」A4出口から徒歩約2分,平日 9:00〜20:00 土日祝 定休日,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=629&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ広島紙屋町店,広島県,広島県広島市中区基町13-9 東洋証券広島スクエア1階,,●広電2系統(宮島線)「立町」徒歩1分 ●広電1系統(宇品線)「八丁堀」徒歩2分 ●広電1系統(宇品線)「紙屋町東」徒歩4分,平日24時間営業（月曜朝8時から土曜夜7時まで休まず営業） 土～19:00、日祝10:00～19:00（平日の祝前日は休まず営業） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=684&area_id=34
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ水天宮前店,東京都,東京都中央区日本橋蛎殻町1-29-5 ウィンド水天宮ビル1F,,,平日9:00〜20:00、土日祝　定休日,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=698&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ泉佐野駅店,大阪府,大阪府泉佐野市上町3-11-41 ショップ南海泉佐野1階,泉佐野駅,●南海電車「泉佐野駅」改札出てすぐ,【通常営業時間】 平日8:00～20:00、土 10:00〜19:00 日祝　定休日,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=700&area_id=27
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ仙台駅前店,宮城県,宮城県仙台市青葉区中央3-1-23 青葉通大山ビル1・2F,あおば通駅,●JR仙石線「あおば通駅」北出口2よりすぐ ●JR「仙台駅」より徒歩5分 ●地下鉄南北線「仙台駅」より徒歩3分,24時間営業（年中無休） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=720&area_id=4
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセア海浜幕張店 個室ブース1,千葉県,千葉県千葉市美浜区中瀬2-6-1 ワールドビジネスガーデンマリブウェスト2F,海浜幕張駅,●JR「海浜幕張駅」南口より徒歩2分,平日8:00〜22:00 土日祝9:00〜19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=724&area_id=12
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセア海浜幕張店 個室ブース2,千葉県,千葉県千葉市美浜区中瀬2-6-1 ワールドビジネスガーデンマリブウェスト2F,海浜幕張駅,●JR「海浜幕張駅」南口より徒歩2分,平日8:00〜22:00 土日祝9:00〜19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=725&area_id=12
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ神戸元町店,兵庫県,兵庫県神戸市中央区宮町3丁目9番20号 南泰ビルディング1F,,・JR神戸線「元町」駅より徒歩3分 ・神戸市営地下鉄海岸線「旧居留地・大丸前」駅より徒歩2分,平日：   9:00～21:00 　土：10:00～19:00  日祝：定休日,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=736&area_id=28
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ麹町店,東京都,東京都千代田区麹町2-4-11 麹町スクエアプラザ1F,麹町駅,●東京メトロ有楽町線「麹町駅」１番・３番出口より徒歩３分 ●東京メトロ半蔵門線「半蔵門駅」３ａ番出口より徒歩３分,24時間営業（年中無休）  ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=737&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ宜野湾店,沖縄県,沖縄県宜野湾市大山4-3-1　※駐車場8台分あり,,,平日9:00～20:00、 土日祝休み,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=752&area_id=47
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ川崎ソリッドスクエア店,神奈川県,神奈川県川崎市幸区堀川町５８０番地 ソリッドスクエア西館1F,,●JR川崎駅より徒歩5分 ●京急急行京急川崎駅より徒歩3分,平日 9:00～20:00 土10:00～19:00、日祝休み,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=755&area_id=14
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ宮崎駅店,宮崎県,宮崎県宮崎市錦町1番8号 アミュプラザみやざき　ひむかきらめき市場,宮崎駅,●JR日豊本線、日南線「宮崎駅」直結　ひむか きらめき市場内,平日8:00〜20:00、土日祝9:00〜19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=757&area_id=45
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ内神田店,東京都,東京都千代田区内神田1丁目11-10 コハラビル本館１F,,・東京メトロ丸ノ内線 淡路町駅 5分 ・JR山手線 神田駅 6分 ・東京メトロ丸ノ内線 大手町駅 6分,平　　日　8:00-22:00 土日祝日　8:00-22:00 ※有人時間は平日9:30～17:30となります。  時間外(アクセア神田店)：03-3258-0881,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=770&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ栄店,愛知県,愛知県名古屋市中区栄4-6-1 アルティメイト東新町1F,栄駅,地下鉄東山線・名城線「栄駅」12番出口より徒歩５分,平日8:00～22:00、土日祝10:00～19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=842&area_id=23
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ新横浜店,神奈川県,神奈川県横浜市港北区新横浜3-20-16 パリスコート1階,新横浜駅,●横浜市営地下鉄ブルーライン「新横浜駅」7番、8番、10番出口より徒歩4分 ●相鉄新横浜線、東急新横浜線「新横浜駅」7番、8番、10番出口より徒歩4分 ●JR横浜線、東海道新幹線「新横浜駅」北口より徒歩8分,平日9:00～20:00 土日祝10:00～19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=851&area_id=14
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ堂島店,大阪府,大阪府大阪市北区堂島2-1-2 中村屋ビル1F,西梅田駅,●大阪メトロ四つ橋線「西梅田駅」徒歩６分 ●ＪＲ東西線「北新地駅」より徒歩４分 ●ＪＲ大阪環状線「大阪駅」より徒歩９分 ※各駅からドーチカ地下街を通ってC-93出口あがってすぐ,平日24時間営業（月曜朝8時から土曜夜19時まで休まず営業） 土曜日 19:00、日曜日 10:00～19:00 ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=856&area_id=27
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ八丁堀店,東京都,東京都中央区八丁堀4-9-13 RBM八丁堀駅前ビル1階,八丁堀駅,●東京メトロ 日比谷線「八丁堀駅」 A2出口よりすぐ ●JR京葉線「八丁堀駅」A2出口よりすぐ,平日8:00〜20:00、土日祝休み,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=858&area_id=13
